Label,Text,length,#digit/(#ascii+#digit+#punctuation),%kwName,%kwAddress,%kwPhone,first_character_type,"#""space"""
0,"nguyen hoai nam
",16,0.0,0,0.0,0.0,1,2
0,"tran thanh tu
",14,0.0,0,0.0,0.0,1,2
0,"than nhien
",11,0.0,0,0.0,0.0,1,1
0,"vu huy son
",11,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen thi thanh vi
",20,0.0,0,0.0,0.0,1,3
0,"thanh chi le
",13,0.0,0,0.0,0.0,1,2
0,"nguyen duc hoa
",15,0.0,0,0.0,0.0,1,2
0,"tran van tuan
",14,0.0,0,0.0,0.0,1,2
0,"nguyen nhu pham
",16,0.0,0,0.0,0.0,1,2
0,"nguyen van hiep
",16,0.0,0,0.0,0.0,1,2
0,"chau tung thien
",16,0.0,0,0.0,0.0,1,2
0,"nguyen cuong
",13,0.0,0,0.0,0.0,1,1
0,"nguyen thu hoai
",16,0.0,0,0.0,0.0,1,2
0,"nguyen thi cam tu
",18,0.0,0,0.0,0.0,1,3
0,"ho quang huy
",13,0.0,0,0.024691358024691357,0.0,1,2
0,"dao thu hue
",12,0.0,0,0.0,0.0,1,2
0,"nhat tuan
",10,0.0,0,0.0,0.0,1,1
0,"khoi tran nguyen
",17,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen van canh
",16,0.0,0,0.0,0.0,1,2
0,"phan phan hoang
",16,0.0,0,0.0,0.0,1,2
0,"tran nguyen loc
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"goldriver
",10,0.0,0,0.0,0.0,1,0
0,"nguyen minh diep
",17,0.0,0,0.0,0.0,1,2
0,"tong phuoc anh khoa
",20,0.0,0,0.012345679012345678,0.0,1,3
0,"dong minh tuan
",15,0.0,0,0.0,0.0,1,2
0,"nguyen phuoc trung bao
",23,0.0,0,0.0,0.0,1,3
0,"nguyen thi lan anh
",19,0.0,0,0.0,0.0,1,3
0,"gabrille phan
",14,0.0,0,0.0,0.0,1,1
0,"nguyen van quang
",17,0.0,0,0.024691358024691357,0.0,1,2
0,"tran minh tien
",15,0.0,0,0.0,0.0,1,2
0,"hà nguyẽn quóc hùng
",24,0.0,0,0.012345679012345678,0.0,1,3
0,"henry h. nguyen
",16,0.0,0,0.0,0.0,1,2
0,"dao manh hung
",14,0.0,0,0.0,0.0,1,2
0,"quach thi thu hoai
",19,0.0,0,0.012345679012345678,0.0,1,3
0,"nguyenquangchu
",15,0.0,0,0.024691358024691357,0.0,1,0
0,"nguyen tuan thinh
",18,0.0,0,0.0,0.0,1,2
0,"le thuan
",9,0.0,0,0.012345679012345678,0.0,1,1
0,"tran thanh nhat
",16,0.0,0,0.0,0.0,1,2
0,"le dan hung viet
",17,0.0,0,0.0,0.0,1,3
0,"phuoc vinh
",11,0.0,0,0.0,0.0,1,1
0,"nguyen thi le huong
",20,0.0,0,0.0,0.0,1,3
0,"karen bui
",10,0.0,0,0.0,0.0,1,1
0,"ho van mau
",11,0.0,0,0.0,0.0,1,2
0,"tran thi ngoc anh
",18,0.0,0,0.0,0.0,1,3
0,"van ngoc huy
",13,0.0,0,0.0,0.0,1,2
0,"nguyen thi hue
",15,0.0,0,0.0,0.0,1,2
0,"do quang tuyen
",15,0.0,0,0.024691358024691357,0.0,1,2
0,"nghi nguyen
",12,0.0,0,0.0,0.0,1,1
0,"alexander nguyen
",17,0.0,0,0.0,0.0,1,1
0,"ho van giau
",12,0.0,0,0.0,0.0,1,2
0,"nguyen quoc vuong
",18,0.0,0,0.012345679012345678,0.0,1,2
0,"truong quang ngoc
",18,0.0,0,0.024691358024691357,0.0,1,2
0,"nguyen ba quan
",15,0.0,0,0.024691358024691357,0.0,1,2
0,"steve  mai
",11,0.0,0,0.0,0.0,1,1
0,"son nguyen
",11,0.0,0,0.012345679012345678,0.0,1,1
0,"nguyen chuong chi
",18,0.0,0,0.0,0.0,1,2
0,"nguyen van dung
",16,0.0,0,0.0,0.0,1,2
0,"dang van hoan
",14,0.0,0,0.0,0.0,1,2
0,"trịnh hũu long
",17,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen thi muoi
",16,0.0,0,0.0,0.0,1,2
0,"vü phu huu
",11,0.0,0,0.0,0.0,1,2
0,"tran hai
",9,0.0,0,0.0,0.0,1,1
0,"le thanh hung
",14,0.0,0,0.0,0.0,1,2
0,"paulo anh tien
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"tran thien phung
",17,0.0,0,0.0,0.0,1,2
0,"vo trung tin
",13,0.0,0,0.0,0.0,1,2
0,"le minh tuan
",13,0.0,0,0.0,0.0,1,2
0,"kieu duc long
",14,0.0,0,0.012345679012345678,0.0,1,2
0,"hoang minh tuong
",17,0.0,0,0.0,0.0,1,2
0,"do van soan
",12,0.0,0,0.012345679012345678,0.0,1,2
0,"van toan
",9,0.0,0,0.024691358024691357,0.0,1,1
0,"tri le
",7,0.0,0,0.0,0.0,1,1
0,"ho le trung
",12,0.0,0,0.0,0.0,1,2
0,"pham minh khoi
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"tran anh duy
",13,0.0,0,0.0,0.0,1,2
0,"tran quoc trong
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen ngoc
",12,0.0,0,0.0,0.0,1,1
0,"dai tuan hung
",14,0.0,0,0.0,0.0,1,2
0,"phùng hoài ngọc
",19,0.0,0,0.0,0.0,1,2
0,"do chi kien
",12,0.0,0,0.0,0.0,1,2
0,"nguyen ngoc chau
",17,0.0,0,0.0,0.0,1,2
0,"dang thi trung cang
",20,0.0,0,0.0,0.0,1,3
0,"tuan nguyen
",12,0.0,0,0.0,0.0,1,1
0,"nguyen van tien
",16,0.0,0,0.0,0.0,1,2
0,"nguyen quoc hai
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"tuán vũ
",10,0.0,0,0.0,0.0,1,1
0,"vo thi quynh lien
",18,0.0,0,0.012345679012345678,0.0,1,3
0,"lu huynh
",9,0.0,0,0.0,0.0,1,1
0,"franklin nguyen
",16,0.0,0,0.0,0.0,1,1
0,"pham dac hien
",14,0.0,0,0.0,0.0,1,2
0,"bui thi thuy dung
",18,0.0,0,0.0,0.0,1,3
0,"nguyen duc quy
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen minh hai
",16,0.0,0,0.0,0.0,1,2
0,"thuy linh
",10,0.0,0,0.0,0.0,1,1
0,"dfdsf
",6,0.0,0,0.0,0.0,1,0
0,"dao dinh binh
",14,0.0,0,0.0,0.0,1,2
0,"nguyen thi hai
",15,0.0,0,0.0,0.0,1,2
0,"ferlicot tran
",14,0.0,0,0.0,0.0,1,1
0,"ngo lan phuong
",15,0.0,0,0.0,0.0,1,2
0,"binh khanh nguyen
",18,0.0,0,0.0,0.0,1,2
0,"pham thu hong
",14,0.0,0,0.0,0.0,1,2
0,"le trung kien
",14,0.0,0,0.0,0.0,1,2
0,"tien tran
",10,0.0,0,0.0,0.0,1,1
0,"phan thanh hùng
",17,0.0,0,0.0,0.0,1,2
0,"do dinh tham
",13,0.0,0,0.0,0.0,1,2
0,"ngo thi dieu ai
",16,0.0,0,0.0,0.0,1,3
0,"pham nhu hien
",14,0.0,0,0.0,0.0,1,2
0,"hue tran thi
",13,0.0,0,0.0,0.0,1,2
0,"nguyen the dung
",16,0.0,0,0.0,0.0,1,2
0,"le hoang duy
",13,0.0,0,0.0,0.0,1,2
0,"huong tran
",11,0.0,0,0.0,0.0,1,1
0,"nguyen van tung
",16,0.0,0,0.0,0.0,1,2
0,"nguyen van anh
",15,0.0,0,0.0,0.0,1,2
0,"nguyen hoang linh
",18,0.0,0,0.0,0.0,1,2
0,"vu dinh phu
",12,0.0,0,0.0,0.0,1,2
0,"nguyen huong dieu
",18,0.0,0,0.0,0.0,1,2
0,"hoang viet thang
",17,0.0,0,0.0,0.0,1,2
0,"thanh tung nguyen
",18,0.0,0,0.0,0.0,1,2
0,"nguyen thi bao tran
",20,0.0,0,0.0,0.0,1,3
0,"minh vu
",8,0.0,0,0.0,0.0,1,1
0,"son dao
",8,0.0,0,0.012345679012345678,0.0,1,1
0,"minh thanh
",11,0.0,0,0.0,0.0,1,1
0,"nguyen huy hoang
",17,0.0,0,0.0,0.0,1,2
0,"pham van binh
",14,0.0,0,0.0,0.0,1,2
0,"thomas truong
",14,0.0,0,0.0,0.0,1,1
0,"pham dong
",10,0.0,0,0.0,0.0,1,1
0,"huynh tinh thien tu
",20,0.0,0,0.0,0.0,1,3
0,"nguyen si tuan
",15,0.0,0,0.0,0.0,1,2
0,"le thu ha
",10,0.0,0,0.0,0.0,1,2
0,"bui viet thang
",15,0.0,0,0.0,0.0,1,2
0,"vu lan miyuki
",14,0.0,0,0.0,0.0,1,2
0,"vu anh tuan
",12,0.0,0,0.0,0.0,1,2
0,"le cong vinh
",13,0.0,0,0.0,0.0,1,2
0,"hoang thanh
",12,0.0,0,0.0,0.0,1,1
0,"pham ngoc sang
",15,0.0,0,0.0,0.0,1,2
0,"nguyen thi minh anh
",20,0.0,0,0.0,0.0,1,3
0,"huynh hai
",10,0.0,0,0.0,0.0,1,1
0,"nguyen quoc dung
",17,0.0,0,0.012345679012345678,0.0,1,2
0,"bach lien huong nguyen
",23,0.0,0,0.0,0.0,1,3
0,"cao xuan an
",12,0.0,0,0.0,0.0,1,2
0,"pham hoang cuong
",17,0.0,0,0.0,0.0,1,2
0,"trinh ngoc khiet
",17,0.0,0,0.0,0.0,1,2
0,"nguyen manh hung
",17,0.0,0,0.0,0.0,1,2
0,"hoàng son
",11,0.0,0,0.012345679012345678,0.0,1,1
0,"nguyen van long
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"tony truong
",12,0.0,0,0.012345679012345678,0.0,1,1
0,"dang tran tuan
",15,0.0,0,0.0,0.0,1,2
0,"le thanh tung
",14,0.0,0,0.0,0.0,1,2
0,"nguyen duc phuong
",18,0.0,0,0.0,0.0,1,2
0,"lai thi ngoc ha
",16,0.0,0,0.0,0.0,1,3
0,"tran phuong
",12,0.0,0,0.0,0.0,1,1
0,"le vĩnh truong
",16,0.0,0,0.0,0.0,1,2
0,"le anh viet tu
",15,0.0,0,0.0,0.0,1,3
0,"dao minh nguyet
",16,0.0,0,0.0,0.0,1,2
0,"nguyen minh khanh
",18,0.0,0,0.0,0.0,1,2
0,"cao xuan hong linh
",19,0.0,0,0.0,0.0,1,3
0,"uy nguyen
",10,0.0,0,0.0,0.0,1,1
0,"ha minh thao
",13,0.0,0,0.0,0.0,1,2
0,"hankhanh
",9,0.0,0,0.0,0.0,1,0
0,"nguyen thanh long
",18,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen hoang thang
",19,0.0,0,0.0,0.0,1,2
0,"nguyen ba phuong
",17,0.0,0,0.0,0.0,1,2
0,"dang xuong hung
",16,0.0,0,0.0,0.0,1,2
0,"tran phuoc loc
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"le trung
",9,0.0,0,0.0,0.0,1,1
0,"nguyen van dung
",16,0.0,0,0.0,0.0,1,2
0,"nguyen dong hai phuong
",23,0.0,0,0.0,0.0,1,3
0,"pham thi minh am
",17,0.0,0,0.0,0.0,1,3
0,"le tien quan
",13,0.0,0,0.024691358024691357,0.0,1,2
0,"nguyen huy thang
",17,0.0,0,0.0,0.0,1,2
0,"le manh tuong
",14,0.0,0,0.0,0.0,1,2
0,"h.t.nguyen
",11,0.0,0,0.0,0.0,1,0
0,"tran thanh tung
",16,0.0,0,0.0,0.0,1,2
0,"nguyen thien khanh
",19,0.0,0,0.0,0.0,1,2
0,"bui   tin
",10,0.0,0,0.0,0.0,1,1
0,"ha duong tuong
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"minh tu huynh
",14,0.0,0,0.0,0.0,1,2
0,"bui quang huynh
",16,0.0,0,0.024691358024691357,0.0,1,2
0,"ly truong
",10,0.0,0,0.0,0.0,1,1
0,"nguyen ly duy hao
",18,0.0,0,0.0,0.0,1,3
0,"giang nguyen thanh
",19,0.0,0,0.0,0.0,1,2
0,"le hoan
",8,0.0,0,0.0,0.0,1,1
0,"binh nguyen
",12,0.0,0,0.0,0.0,1,1
0,"nguyen dinh vinh
",17,0.0,0,0.0,0.0,1,2
0,"phung thanh tuyen
",18,0.0,0,0.0,0.0,1,2
0,"nguyen huu vien
",16,0.0,0,0.0,0.0,1,2
0,"pham tan kiet
",14,0.0,0,0.0,0.0,1,2
0,"chu van keng
",13,0.0,0,0.0,0.0,1,2
0,"pham nguyen hong an
",20,0.0,0,0.0,0.0,1,3
0,"tran tho vu
",12,0.0,0,0.0,0.0,1,2
0,"bui anh vu
",11,0.0,0,0.0,0.0,1,2
0,"le tuan anh
",12,0.0,0,0.0,0.0,1,2
0,"son ho
",7,0.0,0,0.012345679012345678,0.0,1,1
0,"truong thi qui
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen anh khoa
",16,0.0,0,0.0,0.0,1,2
0,"nguyen tran hong huan
",22,0.0,0,0.0,0.0,1,3
0,"nguyen dang khoa
",17,0.0,0,0.0,0.0,1,2
0,"doan xuan truc
",15,0.0,0,0.0,0.0,1,2
0,"pham thanh ha
",14,0.0,0,0.0,0.0,1,2
0,"huynh thi my van
",17,0.0,0,0.0,0.0,1,3
0,"tranthanhbinh
",14,0.0,0,0.0,0.0,1,0
0,"truong ,sach thi
",17,0.0,0,0.0,0.0,1,2
0,"nguyen mai dan thy
",19,0.0,0,0.0,0.0,1,3
0,"do hong hien
",13,0.0,0,0.0,0.0,1,2
0,"pham thi thu
",13,0.0,0,0.0,0.0,1,2
0,"truong k. ngoc
",15,0.0,0,0.0,0.0,1,2
0,"anvan huynh
",12,0.0,0,0.0,0.0,1,1
0,"nguyen kim quy
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"trieu van dung
",15,0.0,0,0.0,0.0,1,2
0,"son van vu
",11,0.0,0,0.012345679012345678,0.0,1,2
0,"tran ngoc duong
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"dinh tu hoang
",14,0.0,0,0.0,0.0,1,2
0,"nguyen duc hoa
",15,0.0,0,0.0,0.0,1,2
0,"le trung son
",13,0.0,0,0.012345679012345678,0.0,1,2
0,"le nguyen long
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"duong danh huy
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen thi kim thanh
",21,0.0,0,0.0,0.0,1,3
0,"phan van giang
",15,0.0,0,0.0,0.0,1,2
0,"le thi phuong
",14,0.0,0,0.0,0.0,1,2
0,"le hong ha
",11,0.0,0,0.0,0.0,1,2
0,"nguyen-huu-an
",14,0.0,0,0.0,0.0,1,0
0,"nguyen quoc toan
",17,0.0,0,0.037037037037037035,0.0,1,2
0,"chau ngo
",9,0.0,0,0.0,0.0,1,1
0,"cao xuan an
",12,0.0,0,0.0,0.0,1,2
0,"linh hoang
",11,0.0,0,0.0,0.0,1,1
0,"bui hoang dung
",15,0.0,0,0.0,0.0,1,2
0,"nguyen thanh y
",15,0.0,0,0.0,0.0,1,2
0,"hoa nguyen dinh giang
",22,0.0,0,0.0,0.0,1,3
0,"kim ngoc phan
",14,0.0,0,0.0,0.0,1,2
0,"ngo truong anh vu
",18,0.0,0,0.0,0.0,1,3
0,"dang nguyen dong vy
",20,0.0,0,0.0,0.0,1,3
0,"dinh quang minh
",16,0.0,0,0.024691358024691357,0.0,1,2
0,"bui kien quoc
",14,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen an duy phuong
",21,0.0,0,0.0,0.0,1,3
0,"nguyen-trong  hoang
",20,0.0,0,0.0,0.0,1,1
0,"nguyen thach han
",17,0.0,0,0.0,0.0,1,2
0,"bui thi hue
",12,0.0,0,0.0,0.0,1,2
0,"le thanh tien dat
",18,0.0,0,0.0,0.0,1,3
0,"hoang dao
",10,0.0,0,0.0,0.0,1,1
0,"vu xuan hieu
",13,0.0,0,0.0,0.0,1,2
0,"le viet tuan anh
",17,0.0,0,0.0,0.0,1,3
0,"vu ngoc tuan
",13,0.0,0,0.0,0.0,1,2
0,"johndotruong
",13,0.0,0,0.0,0.0,1,0
0,"hoang an nhien
",15,0.0,0,0.0,0.0,1,2
0,"duong vu
",9,0.0,0,0.012345679012345678,0.0,1,1
0,"le ngoc luong
",14,0.0,0,0.0,0.0,1,2
0,"ho hoang vu
",12,0.0,0,0.0,0.0,1,2
0,"dao duc thinh
",14,0.0,0,0.0,0.0,1,2
0,"chu xuan dung
",14,0.0,0,0.0,0.0,1,2
0,"le van
",7,0.0,0,0.0,0.0,1,1
0,"nam huynh
",10,0.0,0,0.0,0.0,1,1
0,"pham dang ngoc
",15,0.0,0,0.0,0.0,1,2
0,"vu thi bich ngoc
",17,0.0,0,0.0,0.0,1,3
0,"dinh, phan cu
",14,0.0,0,0.0,0.0,1,2
0,"ton nu quynh nga
",17,0.0,0,0.024691358024691357,0.0,1,3
0,"pham song thu
",14,0.0,0,0.012345679012345678,0.0,1,2
0,"bui tan bay
",12,0.0,0,0.0,0.0,1,2
0,"duong tran thai phi
",20,0.0,0,0.012345679012345678,0.0,1,3
0,"hien bui
",9,0.0,0,0.0,0.0,1,1
0,"vu minh tan tai
",16,0.0,0,0.0,0.0,1,3
0,"pham van viet
",14,0.0,0,0.0,0.0,1,2
0,"ngo bao chau
",13,0.0,0,0.0,0.0,1,2
0,"tran nang
",10,0.0,0,0.0,0.0,1,1
0,"nguyen van vuong
",17,0.0,0,0.0,0.0,1,2
0,"nam gia nguyen
",15,0.0,0,0.0,0.0,1,2
0,"duong quang hanh-dzung
",23,0.0,0,0.037037037037037035,0.0,1,2
0,"quan nguyen
",12,0.0,0,0.024691358024691357,0.0,1,1
0,"nguyen cuu tri
",15,0.0,0,0.0,0.0,1,2
0,"pastre colette
",15,0.0,0,0.012345679012345678,0.0,1,1
0,"bui hoai. mai
",14,0.0,0,0.0,0.0,1,2
0,"chu van son
",12,0.0,0,0.012345679012345678,0.0,1,2
0,"phan thi phuong tuyen
",22,0.0,0,0.0,0.0,1,3
0,"tran hoang minh
",16,0.0,0,0.0,0.0,1,2
0,"vuong phong
",12,0.0,0,0.0,0.0,1,1
0,"lam thi van
",12,0.0,0,0.0,0.0,1,2
0,"to lam huong
",13,0.0,0,0.012345679012345678,0.0,1,2
0,"dang hai
",9,0.0,0,0.0,0.0,1,1
0,"nguyen thi kim anh
",19,0.0,0,0.0,0.0,1,3
0,"ha minh duc
",12,0.0,0,0.0,0.0,1,2
0,"ngoc nguyen
",12,0.0,0,0.0,0.0,1,1
0,"pham dinh cuong
",16,0.0,0,0.0,0.0,1,2
0,"hong anh ngo
",13,0.0,0,0.0,0.0,1,2
0,"vo thi minh
",12,0.0,0,0.0,0.0,1,2
0,"tran dinh duy
",14,0.0,0,0.0,0.0,1,2
0,"lu tran diem trinh
",19,0.0,0,0.0,0.0,1,3
0,"dang van nam
",13,0.0,0,0.0,0.0,1,2
0,"luu trung thuan
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"mac hai anh
",12,0.0,0,0.0,0.0,1,2
0,"nguyen hoang nam
",17,0.0,0,0.0,0.0,1,2
0,"dang-vu-loi
",12,0.0,0,0.012345679012345678,0.0,1,0
0,"thien hoang
",12,0.0,0,0.0,0.0,1,1
0,"thanh van
",10,0.0,0,0.0,0.0,1,1
0,"tran thi yen nhi
",17,0.0,0,0.0,0.0,1,3
0,"nguyẽn duong nguyẹt minh
",27,0.0,0,0.012345679012345678,0.0,1,3
0,"nguyen bai
",11,0.0,0,0.0,0.0,1,1
0,"nguyen quoc
",12,0.0,0,0.012345679012345678,0.0,1,1
0,"son bach
",9,0.0,0,0.012345679012345678,0.0,1,1
0,"ho thi ngoc hue
",16,0.0,0,0.0,0.0,1,3
0,"le thi hong hanh
",17,0.0,0,0.0,0.0,1,3
0,"nguyen huu sam
",15,0.0,0,0.0,0.0,1,2
0,"nguyẽn thị ngọc minh
",24,0.0,0,0.0,0.0,1,3
0,"nhu may
",8,0.0,0,0.0,0.0,1,1
0,"pham hien
",10,0.0,0,0.0,0.0,1,1
0,"pham thanh tung
",16,0.0,0,0.0,0.0,1,2
0,"nguyen ngoc nhut
",17,0.0,0,0.0,0.0,1,2
0,"nguyen thanh tung
",18,0.0,0,0.0,0.0,1,2
0,"pham quoc dat
",14,0.0,0,0.012345679012345678,0.0,1,2
0,"pham huu kien
",14,0.0,0,0.0,0.0,1,2
0,"nguyen thanh tung
",18,0.0,0,0.0,0.0,1,2
0,"ho thi ngoc dung
",17,0.0,0,0.0,0.0,1,3
0,"ca dao
",7,0.0,0,0.0,0.0,1,1
0,"luu vo
",7,0.0,0,0.0,0.0,1,1
0,"le huu minh tuan
",17,0.0,0,0.0,0.0,1,3
0,"nam ngo
",8,0.0,0,0.0,0.0,1,1
0,"nguyen duy tu
",14,0.0,0,0.0,0.0,1,2
0,"le bao
",7,0.0,0,0.0,0.0,1,1
0,"nguyen hoang tuan vu
",21,0.0,0,0.0,0.0,1,3
0,"le hong son
",12,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen tien
",12,0.0,0,0.0,0.0,1,1
0,"nguyen pham huy thanh
",22,0.0,0,0.0,0.0,1,3
0,"nguyen ngoc anh
",16,0.0,0,0.0,0.0,1,2
0,"thaison dao
",12,0.0,0,0.012345679012345678,0.0,1,1
0,"le van thao
",12,0.0,0,0.0,0.0,1,2
0,"le van phuc
",12,0.0,0,0.0,0.0,1,2
0,"le thai vinh
",13,0.0,0,0.0,0.0,1,2
0,"thiem an phuong
",16,0.0,0,0.0,0.0,1,2
0,"ngo minh uy
",12,0.0,0,0.0,0.0,1,2
0,"be van nhan
",12,0.0,0,0.0,0.0,1,2
0,"pham hung phong
",16,0.0,0,0.0,0.0,1,2
0,"bao nguyen
",11,0.0,0,0.0,0.0,1,1
0,"do dung
",8,0.0,0,0.0,0.0,1,1
0,"tri manh nguyen
",16,0.0,0,0.0,0.0,1,2
0,"nguyen phuoc duyen an
",22,0.0,0,0.0,0.0,1,3
0,"tran van canh
",14,0.0,0,0.0,0.0,1,2
0,"nguyen thi hong thom
",21,0.0,0,0.0,0.0,1,3
0,"le thanh hai
",13,0.0,0,0.0,0.0,1,2
0,"tran nang
",10,0.0,0,0.0,0.0,1,1
0,"nguyen tuyen
",13,0.0,0,0.0,0.0,1,1
0,"van khoi tran
",14,0.0,0,0.012345679012345678,0.0,1,2
0,"vu quang khai
",14,0.0,0,0.024691358024691357,0.0,1,2
0,"nguyen trung thanh
",19,0.0,0,0.0,0.0,1,2
0,"tran trung
",11,0.0,0,0.0,0.0,1,1
0,"nguyen van cong
",16,0.0,0,0.0,0.0,1,2
0,"nguyen van tro
",15,0.0,0,0.0,0.0,1,2
0,"nguyen tuan khanh
",18,0.0,0,0.0,0.0,1,2
0,"nhan nguyen
",12,0.0,0,0.0,0.0,1,1
0,"william pho
",12,0.0,0,0.0,0.0,1,1
0,"hoang bich ngoc
",16,0.0,0,0.0,0.0,1,2
0,"chau tung thien
",16,0.0,0,0.0,0.0,1,2
0,"kevin nguyen
",13,0.0,0,0.0,0.0,1,1
0,"than van tiep
",14,0.0,0,0.0,0.0,1,2
0,"tran thi quynh trang
",21,0.0,0,0.012345679012345678,0.0,1,3
0,"duong tri cuong
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"nguyen van hoa
",15,0.0,0,0.0,0.0,1,2
0,"hoang van hung
",15,0.0,0,0.0,0.0,1,2
0,"nguyen thanh trung
",19,0.0,0,0.0,0.0,1,2
0,"nguyen thi truc phuong
",23,0.0,0,0.0,0.0,1,3
0,"tran van thuan
",15,0.0,0,0.012345679012345678,0.0,1,2
0,"hang le bich
",13,0.0,0,0.0,0.0,1,2
0,"nguyen phuong nhung
",20,0.0,0,0.0,0.0,1,2
0,"nguyen trung ton
",17,0.0,0,0.012345679012345678,0.0,1,2
0,"chung quy hoang
",16,0.0,0,0.012345679012345678,0.0,1,2
0,"thanh long
",11,0.0,0,0.012345679012345678,0.0,1,1
0,"nguyen huu nhu bon
",19,0.0,0,0.0,0.0,1,3
0,"tannguyen
",10,0.0,0,0.0,0.0,1,0
0,"to ngoc thach
",14,0.0,0,0.012345679012345678,0.0,1,2
0,"vu thi phuong oanh
",19,0.0,0,0.0,0.0,1,3
0,"hoang hoang mai
",16,0.0,0,0.0,0.0,1,2
0,"chris le
",9,0.0,0,0.0,0.0,1,1
0,"huynh tan buu
",14,0.0,0,0.0,0.0,1,2
0,"tran quang lam
",15,0.0,0,0.024691358024691357,0.0,1,2
0,"nguyen trung thanh
",19,0.0,0,0.0,0.0,1,2
0,"thanh tran
",11,0.0,0,0.0,0.0,1,1
0,"tran van tan
",13,0.0,0,0.0,0.0,1,2
0,"do huu hai
",11,0.0,0,0.0,0.0,1,2
0,"bui van khanh
",14,0.0,0,0.0,0.0,1,2
0,"nguyen tuan
",12,0.0,0,0.0,0.0,1,1
0,"the reverend harry j bury phd
",30,0.0,0,0.0,0.0,1,5
