Label,Text,length,#digit/(#ascii+#digit+#punctuation),#max_digit_skip_0_2,first_character_type,"#""space"""
0,"tran quoc hung
",15,0.0,0,1,2
0,"do huu hai
",11,0.0,0,1,2
0,"nguyen thi tu anh
",18,0.0,0,1,3
0,"phan thanh
",11,0.0,0,1,1
0,"phan binh lam
",14,0.0,0,1,2
0,"nguyen huong dao
",17,0.0,0,1,2
0,"le thanh phuong
",16,0.0,0,1,2
0,"do thanh duong
",15,0.0,0,1,2
0,"pham son
",9,0.0,0,1,1
0,"phan the van
",13,0.0,0,1,2
0,"nguyen cong tam
",16,0.0,0,1,2
0,"tran chi hung
",14,0.0,0,1,2
0,"nguyen tam ha
",14,0.0,0,1,2
0,"pham huu bon
",13,0.0,0,1,2
0,"le thi ha nhi
",14,0.0,0,1,3
0,"phung anh tuan
",15,0.0,0,1,2
0,"minh tran
",10,0.0,0,1,1
0,"charlie.l.dang
",15,0.0,0,1,0
0,"anvan huynh
",12,0.0,0,1,1
0,"thao tran
",10,0.0,0,1,1
0,"le minh trung
",14,0.0,0,1,2
0,"nguyen van hoang
",17,0.0,0,1,2
0,"le nguyen long
",15,0.0,0,1,2
0,"nguyen ngoc son
",16,0.0,0,1,2
0,"dinh hung
",10,0.0,0,1,1
0,"nguyen phan thy
",16,0.0,0,1,2
0,"thanh nam
",10,0.0,0,1,1
0,"trịnh hũu long
",17,0.0,0,1,2
0,"nguyen dinh ấm
",15,0.0,0,1,2
0,"nguyen van lich
",16,0.0,0,1,2
0,"hò vũ tài duong
",19,0.0,0,1,3
0,"trinh gia kiet
",15,0.0,0,1,2
0,"le van hau
",11,0.0,0,1,2
0,"huy duc
",8,0.0,0,1,1
0,"nguyen hung
",12,0.0,0,1,1
0,"vu quang binh
",14,0.0,0,1,2
0,"khanh c vu
",11,0.0,0,1,2
0,"vũ thé cuòng
",16,0.0,0,1,2
0,"tuyen n. huynh
",15,0.0,0,1,2
0,"doan cong nghi
",15,0.0,0,1,2
0,"nguyen quang
",13,0.0,0,1,1
0,"nguyen van long
",16,0.0,0,1,2
0,"le vu
",6,0.0,0,1,1
0,"khiem
",6,0.0,0,1,0
0,"khuong huynh
",13,0.0,0,1,1
0,"tran tat dat
",13,0.0,0,1,2
0,"pham nguyet nga
",16,0.0,0,1,2
0,"nguyen trang kieu
",18,0.0,0,1,2
0,"le anh tuyet
",13,0.0,0,1,2
0,"nguyen thanh tuan
",18,0.0,0,1,2
0,"nguyen chau thuan
",18,0.0,0,1,2
0,"nguyen binh minh
",17,0.0,0,1,2
0,"nguyen khanh tien
",18,0.0,0,1,2
0,"phung thi huyen trang
",22,0.0,0,1,3
0,"bui quang huynh
",16,0.0,0,1,2
0,"le van minh
",12,0.0,0,1,2
0,"truong tan
",11,0.0,0,1,1
0,"tri le
",7,0.0,0,1,1
0,"le tien dat
",12,0.0,0,1,2
0,"tran van viet
",14,0.0,0,1,2
0,"nguyẽn thị ngọc hiéu
",25,0.0,0,1,3
0,"tran thanh nhat
",16,0.0,0,1,2
0,"vu huy son
",11,0.0,0,1,2
0,"nguyen diep phuong
",19,0.0,0,1,2
0,"le xuan thong
",14,0.0,0,1,2
0,"nguyen duy khanh
",17,0.0,0,1,2
0,"tien phan
",10,0.0,0,1,1
0,"truong ngoc quy
",16,0.0,0,1,2
0,"hoang thi hao
",14,0.0,0,1,2
0,"pham vu hiep
",13,0.0,0,1,2
0,"phuong tran
",12,0.0,0,1,1
0,"nguyen khac binh
",17,0.0,0,1,2
0,"nguyen tran hong huan
",22,0.0,0,1,3
0,"hoang cong thuy
",16,0.0,0,1,2
0,"bui quang minh
",15,0.0,0,1,2
0,"nguyen hoang tuan vu
",21,0.0,0,1,3
0,"trinh thanh tra
",16,0.0,0,1,2
0,"vu lan phuong
",14,0.0,0,1,2
0,"tran cao nguyen
",16,0.0,0,1,2
0,"truong ngoc quy
",16,0.0,0,1,2
0,"pham ngoc tuan
",15,0.0,0,1,2
0,"tran minh tien
",15,0.0,0,1,2
0,"hung
",5,0.0,0,1,0
0,"nguyen minh diep
",17,0.0,0,1,2
0,"truong huu hoan
",16,0.0,0,1,2
0,"ho quang huy
",13,0.0,0,1,2
0,"nguyen thanh tung
",18,0.0,0,1,2
0,"tran thi nhu thuy
",18,0.0,0,1,3
0,"karen bui
",10,0.0,0,1,1
0,"anthony ngo
",12,0.0,0,1,1
0,"cong qui le
",12,0.0,0,1,2
0,"man van thang
",14,0.0,0,1,2
0,"tung nguyen
",12,0.0,0,1,1
0,"tien tran
",10,0.0,0,1,1
0,"le minh nguyen
",15,0.0,0,1,2
0,"nguyen thai binh
",17,0.0,0,1,2
0,"nguyen hoang viet
",18,0.0,0,1,2
0,"hoa n. huynh
",13,0.0,0,1,2
0,"nguyen van tuyen
",17,0.0,0,1,2
0,"le minh huy
",12,0.0,0,1,2
0,"le van hanh
",12,0.0,0,1,2
0,"pham thanh cao
",15,0.0,0,1,2
0,"nguyen tien dat
",16,0.0,0,1,2
0,"nguyen minh tuong
",18,0.0,0,1,2
0,"kevin tran
",11,0.0,0,1,1
0,"nguyen si trieu chau
",21,0.0,0,1,3
0,"nguyen dang tu
",15,0.0,0,1,2
0,"nguyen hoang nam
",17,0.0,0,1,2
0,"vu nam phong
",13,0.0,0,1,2
0,"tho tran
",9,0.0,0,1,1
0,"tran thi thu hien
",18,0.0,0,1,3
0,"le van huy
",11,0.0,0,1,2
0,"truong tu huy
",14,0.0,0,1,2
0,"phan minh hieu
",15,0.0,0,1,2
0,"nguyen loc la
",14,0.0,0,1,2
0,"chu binh minh
",14,0.0,0,1,2
0,"nguyen thi anh tho
",19,0.0,0,1,3
0,"trinh duc duy
",14,0.0,0,1,2
0,"pham huy hoang
",15,0.0,0,1,2
0,"vo hoang bac
",13,0.0,0,1,2
0,"le ngoc hung
",13,0.0,0,1,2
0,"quyen hong tran
",16,0.0,0,1,2
0,"nguyen thanh luan
",18,0.0,0,1,2
0,"tran thi thu phuong
",20,0.0,0,1,3
0,"truong n. q. tran
",18,0.0,0,1,3
0,"can dinh viet
",14,0.0,0,1,2
0,"johnny truong
",14,0.0,0,1,1
0,"dang thai hoa
",14,0.0,0,1,2
0,"huynh huy hoang
",16,0.0,0,1,2
0,"duong quang ky
",15,0.0,0,1,2
0,"le cong vinh
",13,0.0,0,1,2
0,"ngo hoang cam van
",18,0.0,0,1,3
0,"do van phuc
",12,0.0,0,1,2
0,"tran ngoc hung
",15,0.0,0,1,2
0,"dai tuan hung
",14,0.0,0,1,2
0,"nguyen nhat long
",17,0.0,0,1,2
0,"nguyen thao linh
",17,0.0,0,1,2
0,"dao trung thuc
",15,0.0,0,1,2
0,"nguyen quoc vu
",15,0.0,0,1,2
0,"huỳnh gia phú
",16,0.0,0,1,2
0,"nguyen mai lan
",15,0.0,0,1,2
0,"chu van kien
",13,0.0,0,1,2
0,"le thi nhu quynh
",17,0.0,0,1,3
0,"anh nguyen
",11,0.0,0,1,1
0,"hang le bich
",13,0.0,0,1,2
0,"nguyen le sang
",15,0.0,0,1,2
0,"nguyen huu hao
",15,0.0,0,1,2
0,"nguyen nhan tuan
",17,0.0,0,1,2
0,"tran thi thuy
",14,0.0,0,1,2
0,"bui cong luan
",14,0.0,0,1,2
0,"thuy linh
",10,0.0,0,1,1
0,"doanhien
",9,0.0,0,1,0
0,"loc nguyen
",11,0.0,0,1,1
0,"dinh minh hoang
",16,0.0,0,1,2
0,"tu ngoc thong
",14,0.0,0,1,2
0,"nguyen van canh
",16,0.0,0,1,2
0,"pham thi cuc
",13,0.0,0,1,2
0,"nguyen thi my nga
",18,0.0,0,1,3
0,"phan van giang
",15,0.0,0,1,2
0,"pham thi hong
",14,0.0,0,1,2
0,"bui viet thang
",15,0.0,0,1,2
0,"le thi ngoc linh
",17,0.0,0,1,3
0,"nguyen duc trung
",17,0.0,0,1,2
0,"nguyen trung nhat
",18,0.0,0,1,2
0,"le anh hung
",12,0.0,0,1,2
0,"le huu minh tuan
",17,0.0,0,1,3
0,"hanh mai
",9,0.0,0,1,1
0,"pham van hieu
",14,0.0,0,1,2
0,"tong tam hung
",14,0.0,0,1,2
0,"dinh van hao
",13,0.0,0,1,2
0,"nguyen van huy
",15,0.0,0,1,2
0,"tran quoc tuy
",14,0.0,0,1,2
0,"luong vo nhat quang
",20,0.0,0,1,3
0,"le quy hien
",12,0.0,0,1,2
0,"nguyen minh nhut
",17,0.0,0,1,2
0,"ngoc james
",11,0.0,0,1,1
0,"tran thi minh trang
",20,0.0,0,1,3
0,"pham thi hanh
",14,0.0,0,1,2
0,"nguyen thi trang
",17,0.0,0,1,2
0,"tran hoang minh
",16,0.0,0,1,2
0,"nguyen thien
",13,0.0,0,1,1
0,"nguyen huu nguyen
",18,0.0,0,1,2
0,"le van khoa
",12,0.0,0,1,2
0,"joe hoang
",10,0.0,0,1,1
0,"pham ngoc dang
",15,0.0,0,1,2
0,"nguyen van dang son
",20,0.0,0,1,3
0,"tran duc hiep
",14,0.0,0,1,2
0,"nguyen minh thien hoang
",24,0.0,0,1,3
0,"ngo van thao
",13,0.0,0,1,2
0,"diane doan
",11,0.0,0,1,1
0,"hoang nhat chinh
",17,0.0,0,1,2
0,"tran quoc tinh
",15,0.0,0,1,2
0,"dinh ngoc anh
",14,0.0,0,1,2
0,"nguyen manh luan
",17,0.0,0,1,2
0,"ho thi thu
",11,0.0,0,1,2
0,"tran quang
",11,0.0,0,1,1
0,"phung thi tam
",14,0.0,0,1,2
0,"dinh duc hoang an
",18,0.0,0,1,3
0,"ben truong
",11,0.0,0,1,1
0,"nguyẽn thanh khiét
",21,0.0,0,1,2
0,"nguyen hong an
",15,0.0,0,1,2
0,"do chi trung
",13,0.0,0,1,2
0,"dang minh tam
",14,0.0,0,1,2
0,"nguyen  van kinh
",17,0.0,0,1,2
0,"nguyen thi thuy linh
",21,0.0,0,1,3
0,"duong thị viẹt hoa
",21,0.0,0,1,3
0,"nguyen huu hoang
",17,0.0,0,1,2
0,"nguyen van tuấn gia
",20,0.0,0,1,3
0,"nguyen xuan mac
",16,0.0,0,1,2
0,"pham nguyen anh kiet
",21,0.0,0,1,3
0,"binh ngo
",9,0.0,0,1,1
0,"tran lap trung
",15,0.0,0,1,2
0,"duy tien
",9,0.0,0,1,1
0,"huynh duy thuan
",16,0.0,0,1,2
0,"nguyen van huong
",17,0.0,0,1,2
0,"nguyẽn duong nguyẹt minh
",27,0.0,0,1,3
0,"pham thi ngan
",14,0.0,0,1,2
0,"nguyen phuc xuyen
",18,0.0,0,1,2
0,"hoang thi hoa
",14,0.0,0,1,2
0,"nguyen huy hung
",16,0.0,0,1,2
0,"nguyen van hiep
",16,0.0,0,1,2
0,"vo hoang quang linh
",20,0.0,0,1,3
0,"nguyẽn dúc nhạt minh
",24,0.0,0,1,3
0,"mary teresa lan pham aka vu thuy lan
",37,0.0,0,1,7
0,"hoang anh tuan
",15,0.0,0,1,2
0,"doan ngoc diep
",15,0.0,0,1,2
0,"le van duong
",13,0.0,0,1,2
0,"huynh nguyen anh khoa
",22,0.0,0,1,3
0,"nguyen le nhu quynh
",20,0.0,0,1,3
0,"nguyen thi kim dam
",19,0.0,0,1,3
0,"bui thi dung
",13,0.0,0,1,2
0,"hoang thi thuy trang
",21,0.0,0,1,3
0,"le khac quang
",14,0.0,0,1,2
0,"nguyen ly duy hao
",18,0.0,0,1,3
0,"huynh duc
",10,0.0,0,1,1
0,"ho van trang
",13,0.0,0,1,2
0,"alan le
",8,0.0,0,1,1
0,"dao tuan anh
",13,0.0,0,1,2
0,"tran thi ngoc anh
",18,0.0,0,1,3
0,"nguyen vu hiep
",15,0.0,0,1,2
0,"nguyen ngoc dang
",17,0.0,0,1,2
0,"hoang viet thang
",17,0.0,0,1,2
0,"tran phu tan
",13,0.0,0,1,2
0,"dang tran tuan
",15,0.0,0,1,2
0,"nguyen thanh lam
",17,0.0,0,1,2
0,"hai nguyen
",11,0.0,0,1,1
0,"albert le
",10,0.0,0,1,1
0,"dien nguyen
",12,0.0,0,1,1
0,"nguyen ngoc hung
",17,0.0,0,1,2
0,"dan
",4,0.0,0,1,0
0,"nguyen thi my linh
",19,0.0,0,1,3
0,"nguyen le trung chau
",21,0.0,0,1,3
0,"vincent kim
",12,0.0,0,1,1
0,"hoang hai long
",15,0.0,0,1,2
0,"nguyen hoai bao
",16,0.0,0,1,2
0,"dao xuan tuan
",14,0.0,0,1,2
0,"ngo van thao
",13,0.0,0,1,2
0,"ha thoa
",8,0.0,0,1,1
0,"phan an
",8,0.0,0,1,1
0,"nguyen khac huy
",16,0.0,0,1,2
0,"nguyen hoang bach
",18,0.0,0,1,2
0,"nguyen phung xuan anh
",22,0.0,0,1,3
0,"doan xuan thang
",16,0.0,0,1,2
0,"doàn thị minh thoan
",22,0.0,0,1,3
0,"pham ba coi
",12,0.0,0,1,2
0,"tran
",5,0.0,0,1,0
0,"nguyen pham huy thanh
",22,0.0,0,1,3
0,"tran quoc viet
",15,0.0,0,1,2
0,"hoang khanh bao vi
",19,0.0,0,1,3
0,"luong thuy linh
",16,0.0,0,1,2
0,"nguyẽn thị ngọc minh
",24,0.0,0,1,3
0,"dang van sinh
",14,0.0,0,1,2
