Label,Text,#digit/(#ascii+#digit+#punctuation),%kwName,%kwAddress,%kwPhone,#max_digit_skip_0_2_0,#max_digit_skip_0_2_1,#max_digit_skip_0_2_2,first_character_type_0,first_character_type_1,first_character_type_2,first_character_type_3,"#""space"""
2,"0436285101
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0918.667.886
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0866766454
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0927.333.554
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"04.3627 6669
",0.9090909090909091,0,0.0,0.0,0,0,1,0,0,1,0,1
2,"04.3633.3468
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0917.186.669
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"04- 37 | 5 409
",0.8,0,0.0,0.0,0,1,0,0,0,1,0,4
2,"04. 37 | 5 4092
",0.8181818181818182,0,0.0,0.0,0,1,0,0,0,1,0,4
2,"04.o.27&o3o8
",0.5,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"04. 37 || 5 4093
",0.75,0,0.0,0.0,0,1,0,0,0,1,0,4
2,"+84-4, 3787 1872
",0.7857142857142857,0,0.0,0.0,0,0,1,0,0,0,1,2
2,"04.62.920.338
",0.7692307692307693,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0211371 6768
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,1
2,"04. 2243 1334
",0.9090909090909091,0,0.0,0.0,0,0,1,0,0,1,0,2
2,"04.3767.5988
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0988992518
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01688883627
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0907000350
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0989420655
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01699118349
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01689525898
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0907467077
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01235099415
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0906919522
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01214907840
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0939945565
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0939166160
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0914409356
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979748494
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913199757
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0918122588
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0918660420
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0963939994
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01295779916
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01693535884
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0919444383
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01697277498
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0986716397
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0837271516
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913133894
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01677303904
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0916438487
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0907094345
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0925048498
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0917326426
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01633871544
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01656364757
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0903918485
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0939849458
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01656364757
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0918035895
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01257542074
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0942600799
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0948881449
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"06503820328
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01217221021
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0933029135
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0973753259
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0935611126
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01223444945
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01265558169
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0973152724
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912029889
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01682562472
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0982594154
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0977446455
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0939079699
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0937711864
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0938476592
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0945213369
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913647340
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0907324829
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0919883336
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"08. 6264 5449
",0.9090909090909091,0,0.0,0.0,0,0,1,0,0,1,0,2
2,"1900 6878 
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,2
2,"(08) 38 335 896
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,0,1,3
2,"(84-24) б6755516
",0.7857142857142857,0,0.0,0.0,0,1,0,0,0,0,1,1
2,"03737.99999
",0.9090909090909091,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.851.0911
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.9446
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.1649
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.858.9599
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.6118
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.858.9599
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.814.1100
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.851.9011
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"212.673.5424
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.9220
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.8554
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.5393
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.814.1100
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.851.9011
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.1063
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.858.8848
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.4388
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.9220
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.5753
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.8554
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.5393
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.1063
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.858.9215
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.4388
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.854.5753
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952.858.9215
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"952-854-3986
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-851-0911
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-851-9011
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-9446
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-1649
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-6118
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-3986
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-858-9599
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-814-1100
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-851-9011
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-9220
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-8554
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-5393
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-858-8848
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-4388
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-854-5753
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"952-858-9215
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"212-989-1088
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"888-955-6000
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"212-684-3140
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"212-228-0145
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"646-707-0673
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"877-354-4481
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"408-350-1484
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"647-989-6009
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"800-963-0891
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"212-475-2470
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"613-238-2337
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"800-390-1119
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"800-665-8685
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"800-843-7422
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"646-368-9685
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"212-539-0200
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"866-454-4426 
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,1
2,"0167423824
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904054732
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904567146
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904690835
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0905516826
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0905682529
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912992158
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0914162689
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0914421796
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0918612410
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0936053286
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0937303282
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0942116052
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0972544485
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0972907579
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0974131489
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0974131489
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0974552551
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0974808483
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0975236626
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0975296509
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0975808375
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0975861551
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0976054844
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0976096113
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0976388281
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0976734967
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0976739552
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0976764388
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0977022810
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0977311312
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0977557349
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0977652886
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0978140196
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0978178764
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979006323
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979389891
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979650651
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979680065
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979809204
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979879310
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0982725726
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983043195
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983412681
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983535586
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0984084034
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0984200935
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0985587050
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0985988018
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0986109656
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0986561497
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0986728217
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0986958908
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0987626642
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0988753023
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0989352144
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01248415126
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01253212277
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01272389777
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01274543993
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01292042096
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01643845060
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01648129157
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01649615261
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01649616718
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01653344585
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01656077115
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01656077128
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01658102387
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01666240750
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01669788679
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01673433886
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01674518996
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01674519611
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01686915981
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01686979170
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01697565952
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"01698203985
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0084.85876443
",0.9230769230769231,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912025544
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983669908
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0949844646
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904.39.40.41
",0.7692307692307693,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0915020617
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912116730
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"48729369458
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913002087
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0915250393
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912632969
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0936-057-869
",0.8333333333333334,0,0.0,0.0,0,1,0,0,0,1,0,0
2,"0904215979
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"091286459
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904325898
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0979336113
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0982.00.19.03
",0.7692307692307693,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0936696931
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912666959
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983.120.984
",0.8333333333333334,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0986151158
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0948071329
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0982014977
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0987864770
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0988086893
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912498039
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904122683
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0978215397
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0973634203
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913513112
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983880609
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"84 904163326
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,1
2,"0904273137
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"84 904 262 456
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,3
2,"0936676358
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912703934
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0975 866 919
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,2
2,"0984599916
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912066584
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983118719
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0961516679
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912 563 356
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,2
2,"0989666770
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0934936850
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0978486885
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913099186
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0903212615
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0903202759
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904690978
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0912761801
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904261130
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0985240509
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913273934
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983371937
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983740646
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0976091986
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0989060992
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"61-416545524
",0.9166666666666666,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0913359198
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"84912766007
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0986824077
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0988142558
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0904300181
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"+84.0948952335
",0.8571428571428571,0,0.0,0.0,0,0,1,0,0,0,1,0
2,"0983970061
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0989143174
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0983420985
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
2,"0982929468
",1.0,0,0.0,0.0,0,0,1,0,0,1,0,0
